value,r,g,b,a,hex
136.98,237,63,0,128,#ed3f0080
137.08,236,63,0,128,#ec3f0080
137.18,236,63,0,128,#ec3f0080
137.28,236,63,0,128,#ec3f0080
137.38,236,63,0,128,#ec3f0080
137.48,236,63,0,128,#ec3f0080
137.58,236,62,0,128,#ec3e0080
137.68,236,62,0,128,#ec3e0080
137.78,236,62,0,128,#ec3e0080
137.88,236,62,0,128,#ec3e0080
137.98,236,62,0,128,#ec3e0080
138.08,236,62,0,128,#ec3e0080
138.18,236,61,0,128,#ec3d0080
138.28,236,61,0,128,#ec3d0080
138.38,236,61,0,128,#ec3d0080
138.48,236,61,0,128,#ec3d0080
138.58,236,61,0,128,#ec3d0080
138.68,236,61,0,128,#ec3d0080
138.78,236,60,0,128,#ec3c0080
138.88,236,60,0,128,#ec3c0080
138.98,236,60,0,128,#ec3c0080
139.08,235,60,0,128,#eb3c0080
139.18,235,60,0,128,#eb3c0080
139.28,235,60,0,128,#eb3c0080
139.38,235,59,0,128,#eb3b0080
139.48,235,59,0,128,#eb3b0080
139.58,235,59,0,128,#eb3b0080
139.68,235,59,0,128,#eb3b0080
139.78,235,59,0,128,#eb3b0080
139.88,235,59,0,128,#eb3b0080
139.98,235,58,0,128,#eb3a0080
140.08,235,58,0,128,#eb3a0080
140.18,235,58,0,128,#eb3a0080
140.28,235,58,0,128,#eb3a0080
140.38,235,58,0,128,#eb3a0080
140.48,235,58,0,128,#eb3a0080
140.58,235,57,0,128,#eb390080
140.68,235,57,0,128,#eb390080
140.78,235,57,0,128,#eb390080
140.88,235,57,0,128,#eb390080
140.98,235,57,0,128,#eb390080
141.08,234,57,0,128,#ea390080
141.18,234,56,0,128,#ea380080
141.28,234,56,0,128,#ea380080
141.38,234,56,0,128,#ea380080
141.48,234,56,0,128,#ea380080
141.58,234,56,0,128,#ea380080
141.68,234,56,0,128,#ea380080
141.78,234,55,0,128,#ea370080
141.88,234,55,0,128,#ea370080
141.98,234,55,0,128,#ea370080
142.08,234,55,0,128,#ea370080
142.18,234,55,0,128,#ea370080
142.28,234,55,0,128,#ea370080
142.38,234,54,0,128,#ea360080
142.48,234,54,0,128,#ea360080
142.58,234,54,0,128,#ea360080
142.68,234,54,0,128,#ea360080
142.78,234,54,0,128,#ea360080
142.88,234,54,0,128,#ea360080
142.98,234,53,0,128,#ea350080
143.08,233,53,0,128,#e9350080
143.18,233,53,0,128,#e9350080
143.28,233,53,0,128,#e9350080
143.38,233,53,0,128,#e9350080
143.48,233,53,0,128,#e9350080
143.58,233,52,0,128,#e9340080
143.68,233,52,0,128,#e9340080
143.78,233,52,0,128,#e9340080
143.88,233,52,0,128,#e9340080
143.98,233,52,0,128,#e9340080
144.08,233,52,0,128,#e9340080
144.18,233,51,0,128,#e9330080
144.28,233,51,0,128,#e9330080
144.38,233,51,0,128,#e9330080
144.48,233,51,0,128,#e9330080
144.58,233,51,0,128,#e9330080
144.68,233,51,0,128,#e9330080
144.78,233,50,0,128,#e9320080
144.88,233,50,0,128,#e9320080
144.98,233,50,0,128,#e9320080
145.08,232,50,0,128,#e8320080
145.18,232,50,0,128,#e8320080
145.28,232,50,0,128,#e8320080
145.38,232,49,0,128,#e8310080
145.48,232,49,0,128,#e8310080
145.58,232,49,0,128,#e8310080
145.68,232,49,0,128,#e8310080
145.78,232,49,0,128,#e8310080
145.88,232,49,0,128,#e8310080
145.98,232,48,0,128,#e8300080
146.08,232,48,0,128,#e8300080
146.18,232,48,0,128,#e8300080
146.28,232,48,0,128,#e8300080
146.38,232,48,0,128,#e8300080
146.48,232,48,0,128,#e8300080
146.58,232,47,0,128,#e82f0080
146.68,232,47,0,128,#e82f0080
146.78,232,47,0,128,#e82f0080
146.88,232,47,0,128,#e82f0080
146.98,232,47,0,128,#e82f0080
147.08,231,47,0,128,#e72f0080
147.18,231,46,0,128,#e72e0080
147.28,231,46,0,128,#e72e0080
147.38,231,46,0,128,#e72e0080
147.48,231,46,0,128,#e72e0080
147.58,231,46,0,128,#e72e0080
147.68,231,46,0,128,#e72e0080
147.78,231,45,0,128,#e72d0080
147.88,231,45,0,128,#e72d0080
147.98,231,45,0,128,#e72d0080
148.08,231,45,0,128,#e72d0080
148.18,231,45,0,128,#e72d0080
148.28,231,45,0,128,#e72d0080
148.38,231,44,0,128,#e72c0080
148.48,231,44,0,128,#e72c0080
148.58,231,44,0,128,#e72c0080
148.68,231,44,0,128,#e72c0080
148.78,231,44,0,128,#e72c0080
148.88,231,44,0,128,#e72c0080
148.98,231,43,0,128,#e72b0080
149.08,230,43,0,128,#e62b0080
149.18,230,43,0,128,#e62b0080
149.28,230,43,0,128,#e62b0080
149.38,230,43,0,128,#e62b0080
149.48,230,43,0,128,#e62b0080
149.58,230,42,0,128,#e62a0080
149.68,230,42,0,128,#e62a0080
149.78,230,42,0,128,#e62a0080
149.88,230,42,0,128,#e62a0080
149.98,230,42,0,128,#e62a0080
150.08,230,42,0,128,#e62a0080
150.18,230,41,0,128,#e6290080
150.28,230,41,0,128,#e6290080
150.38,230,41,0,128,#e6290080
150.48,230,41,0,128,#e6290080
150.58,230,41,0,128,#e6290080
150.68,230,41,0,128,#e6290080
150.78,230,40,0,128,#e6280080
150.88,230,40,0,128,#e6280080
150.98,230,40,0,128,#e6280080
151.08,229,40,0,128,#e5280080
151.18,229,40,0,128,#e5280080
151.28,229,40,0,128,#e5280080
151.38,229,39,0,128,#e5270080
151.48,229,39,0,128,#e5270080
151.58,229,39,0,128,#e5270080
151.68,229,39,0,128,#e5270080
151.78,229,39,0,128,#e5270080
151.88,229,39,0,128,#e5270080
151.98,229,38,0,128,#e5260080
152.08,229,38,0,128,#e5260080
152.18,229,38,0,128,#e5260080
152.28,229,38,0,128,#e5260080
152.38,229,38,0,128,#e5260080
152.48,229,38,0,128,#e5260080
152.58,229,37,0,128,#e5250080
152.68,229,37,0,128,#e5250080
152.78,229,37,0,128,#e5250080
152.88,229,37,0,128,#e5250080
152.98,229,37,0,128,#e5250080
153.08,228,37,0,128,#e4250080
153.18,228,36,0,128,#e4240080
153.28,228,36,0,128,#e4240080
153.38,228,36,0,128,#e4240080
153.48,228,36,0,128,#e4240080
153.58,228,36,0,128,#e4240080
153.68,228,36,0,128,#e4240080
153.78,228,35,0,128,#e4230080
153.88,228,35,0,128,#e4230080
153.98,228,35,0,128,#e4230080
154.08,228,35,0,128,#e4230080
154.18,228,35,0,128,#e4230080
154.28,228,35,0,128,#e4230080
154.38,228,34,0,128,#e4220080
154.48,228,34,0,128,#e4220080
154.58,228,34,0,128,#e4220080
154.68,228,34,0,128,#e4220080
154.78,228,34,0,128,#e4220080
154.88,228,34,0,128,#e4220080
154.98,228,33,0,128,#e4210080
155.08,227,33,0,128,#e3210080
155.18,227,33,0,128,#e3210080
155.28,227,33,0,128,#e3210080
155.38,227,33,0,128,#e3210080
155.48,227,33,0,128,#e3210080
155.58,227,32,0,128,#e3200080
155.68,227,32,0,128,#e3200080
155.78,227,32,0,128,#e3200080
155.88,227,32,0,128,#e3200080
155.98,227,32,0,128,#e3200080
156.08,227,32,0,128,#e3200080
156.18,227,31,0,128,#e31f0080
156.28,227,31,0,128,#e31f0080
156.38,227,31,0,128,#e31f0080
156.48,227,31,0,128,#e31f0080
156.58,227,31,0,128,#e31f0080
156.68,227,31,0,128,#e31f0080
156.78,227,30,0,128,#e31e0080
156.88,227,30,0,128,#e31e0080
156.98,227,30,0,128,#e31e0080
157.08,226,30,0,128,#e21e0080
157.18,226,30,0,128,#e21e0080
157.28,226,30,0,128,#e21e0080
157.38,226,29,0,128,#e21d0080
157.48,226,29,0,128,#e21d0080
157.58,226,29,0,128,#e21d0080
157.68,226,29,0,128,#e21d0080
157.78,226,29,0,128,#e21d0080
157.88,226,29,0,128,#e21d0080
157.98,226,28,0,128,#e21c0080
158.08,226,28,0,128,#e21c0080
158.18,226,28,0,128,#e21c0080
158.28,226,28,0,128,#e21c0080
158.38,226,28,0,128,#e21c0080
158.48,226,28,0,128,#e21c0080
158.58,226,27,0,128,#e21b0080
158.68,226,27,0,128,#e21b0080
158.78,226,27,0,128,#e21b0080
158.88,226,27,0,128,#e21b0080
158.98,226,27,0,128,#e21b0080
159.08,225,27,0,128,#e11b0080
159.18,225,26,0,128,#e11a0080
159.28,225,26,0,128,#e11a0080
159.38,225,26,0,128,#e11a0080
159.48,225,26,0,128,#e11a0080
159.58,225,26,0,128,#e11a0080
159.68,225,26,0,128,#e11a0080
159.78,225,25,0,128,#e1190080
159.88,225,25,0,128,#e1190080
159.98,225,25,0,128,#e1190080
160.08,225,25,0,128,#e1190080
