value,r,g,b,a,hex
1.0,95,188,82,157,#5fbc529d
2.0,162,181,50,157,#a2b5329d
3.0,252,245,95,157,#fcf55f9d
4.0,225,112,16,157,#e170109d
5.0,181,51,100,157,#b533649d
6.0,107,21,39,157,#6b15279d
