value,r,g,b,a,hex
0.0,255,255,255,0,#ffffff00
1.0,173,0,0,157,#ad00009d
2.0,255,255,0,157,#ffff009d
3.0,255,140,0,157,#ff8c009d
4.0,0,191,255,157,#00bfff9d
5.0,0,0,255,157,#0000ff9d
6.0,0,0,139,157,#00008b9d
7.0,0,250,154,157,#00fa9a9d
8.0,60,179,113,157,#3cb3719d
9.0,0,100,0,157,#0064009d
